,Year,Month,temp,Nombre,population,co2_including_luc,cumulative_co2_including_luc
578,1952,9.0,0.07,3.0,2590270976.0,12190.116,631839.125
579,1953,9.0,0.04,3.0,2640278784.0,12479.874,644319.0
580,1954,9.0,-0.09,5.0,2691979264.0,12793.677,657112.688
581,1955,9.0,-0.11,8.0,2746072064.0,13628.81,670741.5
582,1956,9.0,-0.19,1.0,2801002752.0,14315.245,685056.812
583,1957,9.0,0.08,6.0,2857866752.0,14768.167,699824.938
584,1958,9.0,-0.02,4.0,2916108032.0,15192.604,715017.562
585,1959,9.0,-0.06,4.0,2970292224.0,15960.473,730978.0
586,1960,9.0,0.07,7.0,3019233536.0,15955.755,746933.75
587,1961,9.0,0.08,5.0,3068370688.0,15524.516,762458.25
588,1962,9.0,0.0,4.0,3126686720.0,15643.748,778102.062
589,1963,9.0,0.18,7.0,3195779328.0,15924.23,794026.25
590,1964,9.0,-0.29,9.0,3267212288.0,16305.338,810331.625
591,1965,9.0,-0.15,9.0,3337112064.0,16384.297,826715.875
592,1966,9.0,-0.03,14.0,3406416896.0,16714.65,843430.562
593,1967,9.0,-0.06,6.0,3475448064.0,17168.934,860599.5
594,1968,9.0,-0.19,6.0,3546810880.0,17888.312,878487.812
595,1969,9.0,0.08,10.0,3620655360.0,18433.381,896921.188
596,1970,9.0,0.12,15.0,3695390208.0,19497.402,916418.562
597,1971,9.0,-0.06,4.0,3770163200.0,20091.359,936509.875
598,1972,9.0,0.02,4.0,3844800768.0,20819.232,957329.188
599,1973,9.0,0.09,3.0,3920251392.0,21533.803,978862.938
600,1974,9.0,-0.08,3.0,3995516928.0,21338.432,1000201.375
601,1975,9.0,-0.02,5.0,4069437184.0,21424.682,1021626.062
602,1976,9.0,-0.06,6.0,4142505728.0,22296.721,1043922.812
603,1977,9.0,0.02,9.0,4215772416.0,22910.027,1066832.875
604,1978,9.0,0.06,8.0,4289657600.0,23300.564,1090133.375
605,1979,9.0,0.25,7.0,4365582848.0,23677.932,1113811.375
606,1980,9.0,0.2,11.0,4444007936.0,23585.891,1137397.25
607,1981,9.0,0.15,8.0,4524627456.0,23427.91,1160825.125
608,1982,9.0,0.14,10.0,4607984640.0,23293.379,1184118.5
609,1983,9.0,0.37,20.0,4691884032.0,23811.387,1207929.875
610,1984,9.0,0.21,16.0,4775836160.0,24970.838,1232900.75
611,1985,9.0,0.13,17.0,4861730816.0,25405.865,1258306.5
612,1986,9.0,0.03,10.0,4950063104.0,25744.014,1284050.625
613,1987,9.0,0.35,18.0,5040984576.0,26386.771,1310437.375
614,1988,9.0,0.37,20.0,5132294144.0,27166.314,1337603.625
615,1989,9.0,0.34,21.0,5223704064.0,27279.248,1364882.875
616,1990,9.0,0.23,10.0,5316175872.0,27634.754,1392517.75
617,1991,9.0,0.44,13.0,5406245888.0,28002.021,1420519.625
618,1992,9.0,-0.01,15.0,5492686336.0,27470.73,1447990.375
619,1993,9.0,0.11,25.0,5577433600.0,27689.318,1475679.75
620,1994,9.0,0.31,19.0,5660727808.0,28265.32,1503945.0
621,1995,9.0,0.33,37.0,5743219712.0,28746.965,1532692.0
622,1996,9.0,0.25,21.0,5825145344.0,29444.461,1562136.5
623,1997,9.0,0.52,24.0,5906481152.0,31407.445,1593544.0
624,1998,9.0,0.41,28.0,5987312640.0,29699.977,1623243.875
625,1999,9.0,0.38,33.0,6067758592.0,30221.426,1653465.375
626,2000,9.0,0.38,38.0,6148898816.0,30569.545,1684035.0
627,2001,9.0,0.51,24.0,6230747136.0,30407.066,1714442.0
628,2002,9.0,0.63,46.0,6312407552.0,31458.27,1745900.25
629,2003,9.0,0.62,23.0,6393898496.0,33304.418,1779204.625
630,2004,9.0,0.49,42.0,6475751424.0,33998.957,1813203.625
631,2005,9.0,0.71,39.0,6558176256.0,34331.27,1847534.75
632,2006,9.0,0.65,12.0,6641416192.0,35666.414,1883201.375
633,2007,9.0,0.6,37.0,6725948416.0,35943.77,1919145.125
634,2008,9.0,0.61,45.0,6811597312.0,36728.855,1955874.0
635,2009,9.0,0.71,45.0,6898306048.0,36597.754,1992471.625
636,2010,9.0,0.64,38.0,6985603072.0,38202.047,2030673.75
637,2011,9.0,0.56,27.0,7073125376.0,39451.125,2070124.875
638,2012,9.0,0.72,28.0,7161697792.0,39833.223,2109958.0
639,2013,9.0,0.76,43.0,7250593280.0,39947.32,2149905.25
640,2014,9.0,0.87,31.0,7339013632.0,40495.234,2190400.75
641,2015,9.0,0.85,37.0,7426597376.0,40944.281,2231344.75
642,2016,9.0,0.9,34.0,7513474048.0,40052.039,2271397.0
643,2017,9.0,0.76,48.0,7599822336.0,40428.684,2311825.75
644,2018,9.0,0.8,19.0,7683789824.0,41007.867,2352833.5
645,2019,9.0,0.92,31.0,7764951040.0,41639.84,2394473.25
646,2020,9.0,0.98,24.0,7840952832.0,39321.844,2433795.25
647,2021,9.0,0.92,29.0,7909295104.0,41062.895,2474858.0
648,1950,10.0,-0.2,1.0,2499322112.0,11428.435,607670.188
649,1951,10.0,0.08,3.0,2543130368.0,11978.877,619649.062
650,1952,10.0,0.0,4.0,2590270976.0,12190.116,631839.125
651,1953,10.0,0.08,2.0,2640278784.0,12479.874,644319.0
652,1954,10.0,-0.02,6.0,2691979264.0,12793.677,657112.688
653,1955,10.0,-0.05,1.0,2746072064.0,13628.81,670741.5
654,1956,10.0,-0.23,4.0,2801002752.0,14315.245,685056.812
655,1957,10.0,0.01,1.0,2857866752.0,14768.167,699824.938
656,1958,10.0,0.04,3.0,2916108032.0,15192.604,715017.562
657,1959,10.0,-0.07,2.0,2970292224.0,15960.473,730978.0
658,1960,10.0,0.06,5.0,3019233536.0,15955.755,746933.75
659,1961,10.0,0.0,5.0,3068370688.0,15524.516,762458.25
660,1962,10.0,0.01,3.0,3126686720.0,15643.748,778102.062
661,1963,10.0,0.15,7.0,3195779328.0,15924.23,794026.25
662,1964,10.0,-0.32,7.0,3267212288.0,16305.338,810331.625
663,1965,10.0,-0.05,1.0,3337112064.0,16384.297,826715.875
664,1966,10.0,-0.17,6.0,3406416896.0,16714.65,843430.562
665,1967,10.0,0.09,7.0,3475448064.0,17168.934,860599.5
666,1968,10.0,0.09,7.0,3546810880.0,17888.312,878487.812
667,1969,10.0,0.09,8.0,3620655360.0,18433.381,896921.188
668,1970,10.0,0.03,6.0,3695390208.0,19497.402,916418.562
669,1971,10.0,-0.04,5.0,3770163200.0,20091.359,936509.875
670,1972,10.0,0.08,4.0,3844800768.0,20819.232,957329.188
671,1973,10.0,0.1,6.0,3920251392.0,21533.803,978862.938
672,1974,10.0,-0.06,8.0,3995516928.0,21338.432,1000201.375
673,1975,10.0,-0.11,3.0,4069437184.0,21424.682,1021626.062
674,1976,10.0,-0.24,6.0,4142505728.0,22296.721,1043922.812
675,1977,10.0,0.03,10.0,4215772416.0,22910.027,1066832.875
676,1978,10.0,0.03,7.0,4289657600.0,23300.564,1090133.375
677,1979,10.0,0.26,9.0,4365582848.0,23677.932,1113811.375
678,1980,10.0,0.13,8.0,4444007936.0,23585.891,1137397.25
679,1981,10.0,0.12,9.0,4524627456.0,23427.91,1160825.125
680,1982,10.0,0.13,8.0,4607984640.0,23293.379,1184118.5
681,1983,10.0,0.17,15.0,4691884032.0,23811.387,1207929.875
682,1984,10.0,0.13,13.0,4775836160.0,24970.838,1232900.75
683,1985,10.0,0.12,17.0,4861730816.0,25405.865,1258306.5
684,1986,10.0,0.15,16.0,4950063104.0,25744.014,1284050.625
685,1987,10.0,0.33,15.0,5040984576.0,26386.771,1310437.375
686,1988,10.0,0.38,18.0,5132294144.0,27166.314,1337603.625
687,1989,10.0,0.29,13.0,5223704064.0,27279.248,1364882.875
688,1990,10.0,0.44,14.0,5316175872.0,27634.754,1392517.75
689,1991,10.0,0.29,13.0,5406245888.0,28002.021,1420519.625
690,1992,10.0,0.06,15.0,5492686336.0,27470.73,1447990.375
691,1993,10.0,0.23,19.0,5577433600.0,27689.318,1475679.75
692,1994,10.0,0.42,22.0,5660727808.0,28265.32,1503945.0
693,1995,10.0,0.47,23.0,5743219712.0,28746.965,1532692.0
694,1996,10.0,0.24,23.0,5825145344.0,29444.461,1562136.5
695,1997,10.0,0.61,21.0,5906481152.0,31407.445,1593544.0
696,1998,10.0,0.41,30.0,5987312640.0,29699.977,1623243.875
697,1999,10.0,0.34,32.0,6067758592.0,30221.426,1653465.375
698,2000,10.0,0.26,36.0,6148898816.0,30569.545,1684035.0
699,2001,10.0,0.5,35.0,6230747136.0,30407.066,1714442.0
700,2002,10.0,0.53,36.0,6312407552.0,31458.27,1745900.25
701,2003,10.0,0.72,20.0,6393898496.0,33304.418,1779204.625
702,2004,10.0,0.6,18.0,6475751424.0,33998.957,1813203.625
703,2005,10.0,0.75,42.0,6558176256.0,34331.27,1847534.75
704,2006,10.0,0.7,38.0,6641416192.0,35666.414,1883201.375
705,2007,10.0,0.58,36.0,6725948416.0,35943.77,1919145.125
706,2008,10.0,0.67,29.0,6811597312.0,36728.855,1955874.0
707,2009,10.0,0.65,14.0,6898306048.0,36597.754,1992471.625
708,2010,10.0,0.71,29.0,6985603072.0,38202.047,2030673.75
709,2011,10.0,0.65,24.0,7073125376.0,39451.125,2070124.875
710,2012,10.0,0.8,20.0,7161697792.0,39833.223,2109958.0
711,2013,10.0,0.69,23.0,7250593280.0,39947.32,2149905.25
712,2014,10.0,0.8,23.0,7339013632.0,40495.234,2190400.75
713,2015,10.0,1.09,31.0,7426597376.0,40944.281,2231344.75
714,2016,10.0,0.88,24.0,7513474048.0,40052.039,2271397.0
715,2017,10.0,0.9,20.0,7599822336.0,40428.684,2311825.75
716,2018,10.0,1.01,33.0,7683789824.0,41007.867,2352833.5
717,2019,10.0,1.0,41.0,7764951040.0,41639.84,2394473.25
718,2020,10.0,0.88,35.0,7840952832.0,39321.844,2433795.25
719,2021,10.0,0.99,40.0,7909295104.0,41062.895,2474858.0
720,1950,11.0,-0.34,2.0,2499322112.0,11428.435,607670.188
721,1951,11.0,-0.01,4.0,2543130368.0,11978.877,619649.062
722,1952,11.0,-0.13,4.0,2590270976.0,12190.116,631839.125
723,1953,11.0,-0.03,1.0,2640278784.0,12479.874,644319.0
724,1954,11.0,0.08,1.0,2691979264.0,12793.677,657112.688
725,1955,11.0,-0.25,3.0,2746072064.0,13628.81,670741.5
726,1956,11.0,-0.15,2.0,2801002752.0,14315.245,685056.812
727,1957,11.0,0.08,1.0,2857866752.0,14768.167,699824.938
728,1958,11.0,0.02,2.0,2916108032.0,15192.604,715017.562
729,1959,11.0,-0.08,0.0,2970292224.0,15960.473,730978.0
730,1960,11.0,-0.11,1.0,3019233536.0,15955.755,746933.75
731,1961,11.0,0.03,3.0,3068370688.0,15524.516,762458.25
732,1962,11.0,0.06,3.0,3126686720.0,15643.748,778102.062
733,1963,11.0,0.15,1.0,3195779328.0,15924.23,794026.25
734,1964,11.0,-0.21,1.0,3267212288.0,16305.338,810331.625
735,1965,11.0,-0.06,3.0,3337112064.0,16384.297,826715.875
736,1966,11.0,-0.01,5.0,3406416896.0,16714.65,843430.562
737,1967,11.0,-0.05,7.0,3475448064.0,17168.934,860599.5
738,1968,11.0,-0.05,5.0,3546810880.0,17888.312,878487.812
739,1969,11.0,0.12,1.0,3620655360.0,18433.381,896921.188
740,1970,11.0,0.02,7.0,3695390208.0,19497.402,916418.562
741,1971,11.0,-0.07,0.0,3770163200.0,20091.359,936509.875
742,1972,11.0,0.02,5.0,3844800768.0,20819.232,957329.188
743,1973,11.0,0.04,4.0,3920251392.0,21533.803,978862.938
744,1974,11.0,-0.08,5.0,3995516928.0,21338.432,1000201.375
745,1975,11.0,-0.17,2.0,4069437184.0,21424.682,1021626.062
746,1976,11.0,-0.06,9.0,4142505728.0,22296.721,1043922.812
747,1977,11.0,0.16,9.0,4215772416.0,22910.027,1066832.875
748,1978,11.0,0.14,7.0,4289657600.0,23300.564,1090133.375
749,1979,11.0,0.28,11.0,4365582848.0,23677.932,1113811.375
750,1980,11.0,0.3,10.0,4444007936.0,23585.891,1137397.25
751,1981,11.0,0.23,10.0,4524627456.0,23427.91,1160825.125
752,1982,11.0,0.18,10.0,4607984640.0,23293.379,1184118.5
753,1983,11.0,0.3,13.0,4691884032.0,23811.387,1207929.875
754,1984,11.0,0.07,16.0,4775836160.0,24970.838,1232900.75
755,1985,11.0,0.05,10.0,4861730816.0,25405.865,1258306.5
756,1986,11.0,0.1,8.0,4950063104.0,25744.014,1284050.625
757,1987,11.0,0.29,14.0,5040984576.0,26386.771,1310437.375
758,1988,11.0,0.12,14.0,5132294144.0,27166.314,1337603.625
759,1989,11.0,0.2,8.0,5223704064.0,27279.248,1364882.875
760,1990,11.0,0.46,11.0,5316175872.0,27634.754,1392517.75
761,1991,11.0,0.29,10.0,5406245888.0,28002.021,1420519.625
762,1992,11.0,0.03,10.0,5492686336.0,27470.73,1447990.375
763,1993,11.0,0.03,14.0,5577433600.0,27689.318,1475679.75
764,1994,11.0,0.44,22.0,5660727808.0,28265.32,1503945.0
765,1995,11.0,0.44,16.0,5743219712.0,28746.965,1532692.0
766,1996,11.0,0.38,18.0,5825145344.0,29444.461,1562136.5
767,1997,11.0,0.64,15.0,5906481152.0,31407.445,1593544.0
768,1998,11.0,0.43,17.0,5987312640.0,29699.977,1623243.875
769,1999,11.0,0.37,29.0,6067758592.0,30221.426,1653465.375
770,2000,11.0,0.3,34.0,6148898816.0,30569.545,1684035.0
771,2001,11.0,0.72,21.0,6230747136.0,30407.066,1714442.0
772,2002,11.0,0.58,26.0,6312407552.0,31458.27,1745900.25
773,2003,11.0,0.53,19.0,6393898496.0,33304.418,1779204.625
774,2004,11.0,0.72,24.0,6475751424.0,33998.957,1813203.625
775,2005,11.0,0.73,23.0,6558176256.0,34331.27,1847534.75
776,2006,11.0,0.73,21.0,6641416192.0,35666.414,1883201.375
777,2007,11.0,0.59,28.0,6725948416.0,35943.77,1919145.125
778,2008,11.0,0.68,31.0,6811597312.0,36728.855,1955874.0
779,2009,11.0,0.79,41.0,6898306048.0,36597.754,1992471.625
780,2010,11.0,0.81,28.0,6985603072.0,38202.047,2030673.75
781,2011,11.0,0.58,20.0,7073125376.0,39451.125,2070124.875
782,2012,11.0,0.78,15.0,7161697792.0,39833.223,2109958.0
783,2013,11.0,0.83,17.0,7250593280.0,39947.32,2149905.25
784,2014,11.0,0.66,21.0,7339013632.0,40495.234,2190400.75
785,2015,11.0,1.06,27.0,7426597376.0,40944.281,2231344.75
786,2016,11.0,0.92,26.0,7513474048.0,40052.039,2271397.0
787,2017,11.0,0.88,24.0,7599822336.0,40428.684,2311825.75
788,2018,11.0,0.82,12.0,7683789824.0,41007.867,2352833.5
789,2019,11.0,0.99,31.0,7764951040.0,41639.84,2394473.25
790,2020,11.0,1.1,37.0,7840952832.0,39321.844,2433795.25
791,2021,11.0,0.93,25.0,7909295104.0,41062.895,2474858.0
792,1950,12.0,-0.22,0.0,2499322112.0,11428.435,607670.188
793,1951,12.0,0.16,3.0,2543130368.0,11978.877,619649.062
794,1952,12.0,-0.02,4.0,2590270976.0,12190.116,631839.125
795,1953,12.0,0.05,4.0,2640278784.0,12479.874,644319.0
796,1954,12.0,-0.18,2.0,2691979264.0,12793.677,657112.688
797,1955,12.0,-0.28,3.0,2746072064.0,13628.81,670741.5
798,1956,12.0,-0.06,3.0,2801002752.0,14315.245,685056.812
799,1957,12.0,0.15,5.0,2857866752.0,14768.167,699824.938
800,1958,12.0,0.01,0.0,2916108032.0,15192.604,715017.562
801,1959,12.0,0.0,3.0,2970292224.0,15960.473,730978.0
802,1960,12.0,0.19,0.0,3019233536.0,15955.755,746933.75
803,1961,12.0,-0.16,1.0,3068370688.0,15524.516,762458.25
804,1962,12.0,-0.03,1.0,3126686720.0,15643.748,778102.062
805,1963,12.0,-0.03,2.0,3195779328.0,15924.23,794026.25
806,1964,12.0,-0.29,6.0,3267212288.0,16305.338,810331.625
807,1965,12.0,-0.08,6.0,3337112064.0,16384.297,826715.875
808,1966,12.0,-0.03,2.0,3406416896.0,16714.65,843430.562
809,1967,12.0,-0.05,6.0,3475448064.0,17168.934,860599.5
810,1968,12.0,-0.14,4.0,3546810880.0,17888.312,878487.812
811,1969,12.0,0.24,3.0,3620655360.0,18433.381,896921.188
812,1970,12.0,-0.12,7.0,3695390208.0,19497.402,916418.562
813,1971,12.0,-0.08,2.0,3770163200.0,20091.359,936509.875
814,1972,12.0,0.18,4.0,3844800768.0,20819.232,957329.188
815,1973,12.0,-0.07,6.0,3920251392.0,21533.803,978862.938
816,1974,12.0,-0.08,5.0,3995516928.0,21338.432,1000201.375
817,1975,12.0,-0.17,3.0,4069437184.0,21424.682,1021626.062
818,1976,12.0,0.11,4.0,4142505728.0,22296.721,1043922.812
819,1977,12.0,0.03,4.0,4215772416.0,22910.027,1066832.875
820,1978,12.0,0.08,9.0,4289657600.0,23300.564,1090133.375
821,1979,12.0,0.48,7.0,4365582848.0,23677.932,1113811.375
822,1980,12.0,0.22,6.0,4444007936.0,23585.891,1137397.25
823,1981,12.0,0.41,15.0,4524627456.0,23427.91,1160825.125
824,1982,12.0,0.42,13.0,4607984640.0,23293.379,1184118.5
825,1983,12.0,0.16,16.0,4691884032.0,23811.387,1207929.875
826,1984,12.0,-0.04,7.0,4775836160.0,24970.838,1232900.75
827,1985,12.0,0.14,4.0,4861730816.0,25405.865,1258306.5
828,1986,12.0,0.13,8.0,4950063104.0,25744.014,1284050.625
829,1987,12.0,0.46,12.0,5040984576.0,26386.771,1310437.375
830,1988,12.0,0.29,8.0,5132294144.0,27166.314,1337603.625
831,1989,12.0,0.37,7.0,5223704064.0,27279.248,1364882.875
832,1990,12.0,0.4,21.0,5316175872.0,27634.754,1392517.75
833,1991,12.0,0.32,14.0,5406245888.0,28002.021,1420519.625
834,1992,12.0,0.22,13.0,5492686336.0,27470.73,1447990.375
835,1993,12.0,0.18,24.0,5577433600.0,27689.318,1475679.75
836,1994,12.0,0.38,12.0,5660727808.0,28265.32,1503945.0
837,1995,12.0,0.26,21.0,5743219712.0,28746.965,1532692.0
838,1996,12.0,0.37,19.0,5825145344.0,29444.461,1562136.5
839,1997,12.0,0.59,15.0,5906481152.0,31407.445,1593544.0
840,1998,12.0,0.55,15.0,5987312640.0,29699.977,1623243.875
841,1999,12.0,0.41,33.0,6067758592.0,30221.426,1653465.375
842,2000,12.0,0.28,32.0,6148898816.0,30569.545,1684035.0
843,2001,12.0,0.56,31.0,6230747136.0,30407.066,1714442.0
844,2002,12.0,0.43,37.0,6312407552.0,31458.27,1745900.25
845,2003,12.0,0.75,36.0,6393898496.0,33304.418,1779204.625
846,2004,12.0,0.5,26.0,6475751424.0,33998.957,1813203.625
847,2005,12.0,0.68,39.0,6558176256.0,34331.27,1847534.75
848,2006,12.0,0.79,22.0,6641416192.0,35666.414,1883201.375
849,2007,12.0,0.49,25.0,6725948416.0,35943.77,1919145.125
850,2008,12.0,0.54,25.0,6811597312.0,36728.855,1955874.0
851,2009,12.0,0.67,31.0,6898306048.0,36597.754,1992471.625
852,2010,12.0,0.44,33.0,6985603072.0,38202.047,2030673.75
853,2011,12.0,0.6,30.0,7073125376.0,39451.125,2070124.875
854,2012,12.0,0.53,32.0,7161697792.0,39833.223,2109958.0
855,2013,12.0,0.69,38.0,7250593280.0,39947.32,2149905.25
856,2014,12.0,0.78,19.0,7339013632.0,40495.234,2190400.75
857,2015,12.0,1.16,17.0,7426597376.0,40944.281,2231344.75
858,2016,12.0,0.86,16.0,7513474048.0,40052.039,2271397.0
859,2017,12.0,0.93,12.0,7599822336.0,40428.684,2311825.75
860,2018,12.0,0.91,14.0,7683789824.0,41007.867,2352833.5
861,2019,12.0,1.09,33.0,7764951040.0,41639.84,2394473.25
862,2020,12.0,0.81,22.0,7840952832.0,39321.844,2433795.25
863,2021,12.0,0.85,20.0,7909295104.0,41062.895,2474858.0
